Product ID : 2070 # of JPs covered : 1 : 364 : Class Action-Pre-Certification, 
us_000593665,0.162954, 0.831640
us_000548799,0.162954, 0.836569
us_000561316,0.162954, 0.836819
us_000562826,0.162954, 0.837746
us_000536172,0.162954, 0.837746
us_000549113,0.162954, 0.843892
us_000518932,0.162954, 0.845950
us_000484539,0.162954, 0.854213
us_000576190,0.162954, 0.854729
us_000553154,0.162954, 0.855394
us_000585288,0.162954, 0.862403
us_000556500,0.162954, 0.863262
us_000466198,0.162954, 0.865921
us_000492627,0.162954, 0.867676
us_000587390,0.162954, 0.867834
us_000585201,0.162954, 0.869136
us_000487625,0.162954, 0.869752
us_000536803,0.162954, 0.871373
us_000536805,0.162954, 0.871373
us_000512859,0.162954, 0.872108
us_000553176,0.162954, 0.874541
us_000549738,0.162954, 0.876399
us_000486396,0.162954, 0.878111
us_000554734,0.162954, 0.879086
us_000562982,0.162954, 0.880658
us_000586209,0.162954, 0.880973
us_000563278,0.162954, 0.881228
us_000600510,0.162954, 0.882015
us_000600458,0.162954, 0.882015
us_000494699,0.162954, 0.882016
us_000506349,0.162954, 0.883202
us_000600672,0.162954, 0.884437
us_000576539,0.162954, 0.890166
us_000548161,0.162954, 0.890835
us_000600974,0.162954, 0.892615
us_000474123,0.162954, 0.893575
us_000592692,0.162954, 0.893617
us_000586633,0.162954, 0.893617
us_000593062,0.162954, 0.893617
us_000534288,0.162954, 0.894691
us_000493507,0.162954, 0.895141
us_000547860,0.162954, 0.895682
us_000504550,0.162954, 0.895751
us_000524690,0.162954, 0.899256
us_000538746,0.162954, 0.899256
us_000474775,0.162954, 0.900370
us_000494840,0.162954, 0.900438
us_000487161,0.162954, 0.901103
us_000506511,0.162954, 0.906588
us_000535601,0.162954, 0.907550
us_000513713,0.162954, 0.908407
us_000531993,0.162954, 0.911428
us_000471718,0.162954, 0.912862
us_000539593,0.162954, 0.916993
us_000547711,0.162954, 0.916993
us_000548151,0.162954, 0.916993
us_000550172,0.162954, 0.916993
us_000548110,0.162954, 0.916993
us_000588128,0.162954, 0.918443
us_000558540,0.162954, 0.920833
us_000503309,0.162954, 0.921662
us_000503014,0.162954, 0.921662
us_000562436,0.162954, 0.921726
us_000486102,0.162954, 0.923091
us_000539552,0.162954, 0.926596
us_000547988,0.162954, 0.926596
us_000516948,0.162954, 0.926596
us_000496160,0.162954, 0.926596
us_000561916,0.162954, 0.926596
us_000508777,0.162954, 0.926596
us_000496220,0.162954, 0.926596
us_000539451,0.162954, 0.926596
us_000588601,0.162954, 0.926596
us_000508636,0.162954, 0.926596
us_000539577,0.162954, 0.926596
us_000508479,0.162954, 0.926596
us_000562872,0.162954, 0.926596
us_000547564,0.162954, 0.926596
us_000516887,0.162954, 0.926596
us_000538601,0.162954, 0.926596
us_000527719,0.162954, 0.929526
us_000510771,0.162954, 0.930369
us_000554009,0.162954, 0.930860
us_000535871,0.162954, 0.934354
us_000504136,0.162954, 0.937586
us_000530844,0.162954, 0.937586
us_000494850,0.162954, 0.937586
us_000502219,0.162954, 0.937586
us_000494160,0.162954, 0.937586
us_000562629,0.162954, 0.938092
us_000547040,0.162954, 0.939439
us_000539070,0.162954, 0.944023
us_000554900,0.162954, 0.945168
us_000502693,0.162954, 0.945841
us_000512686,0.162954, 0.945841
us_000531507,0.162954, 0.945841
us_000531503,0.162954, 0.945841
us_000513722,0.162954, 0.945841
us_000504992,0.162954, 0.945841
us_000538602,0.162954, 0.946455
us_000481992,0.162954, 0.947516
us_000485072,0.162954, 0.951844
us_000508635,0.162954, 0.955132
us_000560979,0.162954, 0.955711
us_000548607,0.162954, 0.956359
us_000494873,0.162954, 0.956385
us_000536086,0.162954, 0.971251
us_000591403,0.162954, 0.978996
us_000576371,0.162954, 0.980056
us_000534781,0.162954, 0.980824
us_000559156,0.162954, 0.981696
us_000600783,0.162954, 0.982266
us_000599294,0.162954, 0.983762
us_000616986,0.162954, 0.986212
us_000579397,0.162954, 0.988123
us_000600410,0.162954, 0.988902
us_000605378,0.162954, 0.989156
us_000562165,0.162954, 0.991089
us_000499215,0.162954, 0.991327
us_000595736,0.162954, 0.992522
us_000526220,0.162954, 0.992786
us_000582128,0.162954, 0.993304
us_000587163,0.162954, 0.994959
us_000602776,0.162954, 0.994959
us_000491540,0.162954, 0.994959
us_000490292,0.162954, 0.995417
us_000563520,0.162954, 0.995475
us_000520021,0.162954, 0.995985
us_000550577,0.162954, 0.996402
us_000602488,0.162954, 0.996402
us_000600354,0.162954, 0.997442
us_000562630,0.162954, 0.998277
us_000562631,0.162954, 0.998277
us_000492621,0.162954, 0.998410
us_000617286,0.162954, 0.998410
us_000526309,0.162954, 1.000159
us_000513237,0.162954, 1.000408
us_000550632,0.162954, 1.002643
us_000576223,0.162954, 1.005174
us_000592086,0.162954, 1.005174
us_000617248,0.162954, 1.005200
us_000581600,0.162954, 1.005231
us_000564143,0.162954, 1.005231
us_000557710,0.162954, 1.005482
us_000584627,0.162954, 1.005529
us_000591923,0.162954, 1.005529
us_000473631,0.162954, 1.005529
us_000617117,0.162954, 1.006202
us_000564760,0.162954, 1.006512
us_000477430,0.162954, 1.006562
us_000600829,0.162954, 1.007598
us_000581922,0.162954, 1.007598
us_000593913,0.162954, 1.007598
us_000592121,0.162954, 1.007598
us_000601055,0.162954, 1.007598
us_000600830,0.162954, 1.007598
us_000584775,0.162954, 1.007598
us_000582020,0.162954, 1.007598
us_000592582,0.162954, 1.008639
us_000587160,0.162954, 1.008639
us_000593307,0.162954, 1.008639
us_000600669,0.162954, 1.008639
us_000582098,0.162954, 1.008639
us_000587161,0.162954, 1.008639
us_000586208,0.162954, 1.008639
us_000592782,0.162954, 1.008639
us_000586036,0.162954, 1.008639
us_000562958,0.162954, 1.013840
us_000484959,0.162954, 1.015390
us_000495432,0.162954, 1.015390
us_000616669,0.162954, 1.016430
us_000575945,0.162954, 1.016430
us_000591405,0.162954, 1.016430
us_000592084,0.162954, 1.016430
us_000502893,0.162954, 1.016430
us_000581759,0.162954, 1.016640
us_000562817,0.162954, 1.017709
us_000562198,0.162954, 1.017709
us_000581555,0.162954, 1.017709
us_000528169,0.162954, 1.018944
us_000504401,0.162954, 1.018944
us_000527619,0.162954, 1.018944
us_000548340,0.162954, 1.020192
us_000547726,0.162954, 1.020192
us_000548224,0.162954, 1.020192
us_000581177,0.162954, 1.020192
us_000548329,0.162954, 1.020192
us_000548175,0.162954, 1.020192
us_000548191,0.162954, 1.020192
us_000548205,0.162954, 1.020192
us_000547916,0.162954, 1.020192
us_000561329,0.162954, 1.020192
us_000548328,0.162954, 1.020192
us_000547677,0.162954, 1.020192
us_000531903,0.162954, 1.021631
us_000508006,0.162954, 1.021631
us_000508093,0.162954, 1.024199
us_000530773,0.162954, 1.028964
us_000504132,0.162954, 1.028964
us_000503873,0.162954, 1.028964
us_000534289,0.162954, 1.028964
us_000506717,0.162954, 1.031389
us_000469133,0.162954, 1.031389
us_000612344,0.162954, 1.031389
us_000563081,0.162954, 1.031389
us_000547148,0.162954, 1.031389
us_000566319,0.162954, 1.031389
us_000547600,0.162954, 1.031389
us_000547573,0.162954, 1.031389
us_000566676,0.162954, 1.031389
us_000561482,0.162954, 1.031389
us_000562199,0.162954, 1.031389
us_000588886,0.162954, 1.031389
us_000612369,0.162954, 1.031389
us_000566323,0.162954, 1.031389
us_000612345,0.162954, 1.031389
us_000588352,0.162954, 1.031389
us_000612324,0.162954, 1.031389
us_000581041,0.162954, 1.031389
us_000562212,0.162954, 1.031389
us_000495655,0.162954, 1.031389
us_000547139,0.162954, 1.031389
us_000561402,0.162954, 1.031389
us_000566324,0.162954, 1.031389
us_000497703,0.162954, 1.031389
us_000562240,0.162954, 1.031389
us_000539100,0.162954, 1.031389
us_000588351,0.162954, 1.031389
us_000566364,0.162954, 1.042737
us_000534171,0.162954, 1.085468
us_000576900,0.162954, 1.168529
pr_000002475,0.107586, 0.000000
us_000574103,0.107586, 0.000002
us_000592463,0.107586, 0.000005
us_000574135,0.107586, 0.003016
us_000462483,0.107586, 0.008820
us_000570048,0.107586, 0.017716
us_000551875,0.107586, 0.019265
us_000502289,0.107586, 0.021732
us_000125898,0.089934, 0.000000
us_000476864,0.089934, 0.000000
us_000475710,0.089934, 0.000000
us_000475265,0.089934, 0.000000
us_000454651,0.089934, 0.000000
us_000476350,0.089934, 0.000000
us_000470605,0.089934, 0.000000
us_000476324,0.089934, 0.000000
us_000475740,0.089934, 0.000000
us_000475313,0.089934, 0.000000
us_000467248,0.089934, 0.000000
us_000467223,0.089934, 0.000000
us_000473159,0.089934, 0.000000
us_000475033,0.089934, 0.000000
us_000467224,0.089934, 0.000000
us_000508179,0.089934, 0.000000
pr_001668386,0.089934, 0.000000
us_000470086,0.089934, 0.000000
pr_000829070,0.089934, 0.000000
pr_000724891,0.089934, 0.000000
pr_001659233,0.089934, 0.000000
pr_001094461,0.089934, 0.000001
us_000467788,0.089934, 0.000002
us_000525923,0.089934, 0.000002
us_000569909,0.089934, 0.000002
us_000529839,0.089934, 0.000002
us_000493967,0.089934, 0.000002
us_000528093,0.089934, 0.000002
us_000544366,0.089934, 0.000002
us_000561286,0.089934, 0.000002
us_000515161,0.089934, 0.000002
us_000551346,0.089934, 0.000002
us_000572124,0.089934, 0.000002
us_000533287,0.089934, 0.000004
pr_000992583,0.089934, 0.000006
pr_001062915,0.089934, 0.000006
pr_000654439,0.089934, 0.000006
pr_001666683,0.089934, 0.000008
pr_000204501,0.089934, 0.000008
pr_000353389,0.089934, 0.000010
us_000525838,0.089934, 0.000014
pr_000922829,0.089934, 0.000026
us_000459957,0.089934, 0.000029
us_000466917,0.089934, 0.000045
pr_001396113,0.089934, 0.000045
pr_001863770,0.089934, 0.000057
us_000512623,0.089934, 0.000058
pr_000214617,0.089934, 0.000068
us_000571760,0.089934, 0.000084
pr_000651867,0.089934, 0.000085
us_000495743,0.089934, 0.000098
pr_000979242,0.089934, 0.000120
us_000519733,0.089934, 0.000151
pr_000654741,0.089934, 0.000189
us_000602929,0.089934, 0.000215
pr_001043964,0.089934, 0.000322
us_000559749,0.089934, 0.000334
pr_000856808,0.089934, 0.000401
pr_000877373,0.089934, 0.000481
pr_001804945,0.089934, 0.000518
pr_000641864,0.089934, 0.000551
us_000468733,0.089934, 0.000576
us_000510902,0.089934, 0.000592
pr_001659572,0.089934, 0.000615
us_000533975,0.089934, 0.000908
pr_000993660,0.089934, 0.001023
pr_001620362,0.089934, 0.001388
pr_000825523,0.089934, 0.001451
us_000499533,0.089934, 0.001574
pr_000697292,0.089934, 0.001640
us_000523410,0.089934, 0.012144
us_000500138,0.089934, 0.013754
us_000500462,0.089934, 0.014014
us_000467070,0.089934, 0.022070
us_000570107,0.089934, 0.025947
us_000551929,0.089934, 0.028690
us_000554681,0.089934, 0.039017
us_000502916,0.089934, 0.043698
us_000129357,0.089934, 0.047213
us_000028057,0.089934, 0.050054
us_000458632,0.089934, 0.061789
us_000435759,0.089934, 0.075212
us_000586742,0.089934, 0.306978
us_000430456,0.089934, 1.038287
us_000553041,0.080109, 0.000000
us_000552308,0.080109, 0.000000
pr_001644419,0.080109, 0.000000
us_000567686,0.080109, 0.000000
us_000534668,0.080109, 0.000000
us_000567680,0.080109, 0.000000
us_000571706,0.080109, 0.000000
us_000553099,0.080109, 0.000000
us_000552105,0.080109, 0.000000
us_000552103,0.080109, 0.000000
us_000534696,0.080109, 0.000000
us_000503598,0.080109, 0.000000
us_000498930,0.080109, 0.000000
us_000523009,0.080109, 0.000000
us_000528890,0.080109, 0.000000
us_000504446,0.080109, 0.000000
us_000555385,0.080109, 0.000000
us_000489506,0.080109, 0.000000
us_000498541,0.080109, 0.000000
us_000498444,0.080109, 0.000000
pr_000594926,0.080109, 0.000002
pr_000888948,0.080109, 0.000002
pr_001071050,0.080109, 0.000003
pr_000837717,0.080109, 0.000004
pr_001070843,0.080109, 0.000007
pr_001111011,0.080109, 0.000010
pr_001816886,0.080109, 0.000010
pr_000945480,0.080109, 0.000017
pr_000737528,0.080109, 0.000019
pr_001671998,0.080109, 0.000020
pr_000563130,0.080109, 0.000028
pr_001705915,0.080109, 0.000039
us_000606569,0.080109, 0.000044
us_000599477,0.080109, 0.000112
us_000460541,0.080109, 0.000675
us_000478077,0.080109, 0.000705
us_000536994,0.080109, 0.000879
us_000542906,0.080109, 0.000909
us_000503156,0.080109, 0.001068
us_000475086,0.080109, 0.001075
us_000514786,0.080109, 0.001088
us_000496794,0.080109, 0.001132
us_000594844,0.080109, 0.001325
us_000550677,0.080109, 0.001611
us_000498933,0.080109, 0.001893
us_000478617,0.080109, 0.001925
us_000577298,0.080109, 0.002137
us_000497079,0.080109, 0.002565
us_000516751,0.080109, 0.002677
us_000478183,0.080109, 0.003127
us_000542089,0.080109, 0.003305
us_000501803,0.080109, 0.003769
us_000614369,0.080109, 0.004512
us_000505246,0.080109, 0.006259
us_000499614,0.080109, 0.007320
us_000542579,0.080109, 0.009862
us_000483650,0.080109, 0.010035
us_000477095,0.080109, 0.010301
us_000566346,0.080109, 0.010845
us_000562589,0.080109, 0.015323
us_000475890,0.080109, 0.015475
us_000565017,0.080109, 0.017221
us_000582549,0.080109, 0.018585
us_000546377,0.080109, 0.021337
us_000575308,0.080109, 0.026354
us_000469801,0.080109, 0.030733
us_000538390,0.080109, 0.031518
us_000463636,0.080109, 0.034271
us_000587536,0.080109, 0.065471
us_000314503,0.080109, 0.127623
us_000529455,0.080109, 6.773587
us_000587547,0.080109, 8.514680
us_000543820,0.052620, 0.000222
us_000565593,0.052620, 0.000474
us_000546761,0.052620, 0.000646
us_000555360,0.052620, 0.000657
us_000510854,0.052620, 0.293584
us_000509381,0.052620, 0.331646
us_000498849,0.052620, 0.339720
us_000509835,0.052620, 0.346717
us_000510242,0.052620, 0.462750
us_000540533,0.052620, 0.462750
us_000473211,0.052620, 0.462750
us_000475128,0.052620, 0.550370
us_000513517,0.052620, 0.573731
us_000067965,0.052620, 0.581093
us_000570686,0.052620, 0.593455
us_000558424,0.052620, 0.616913
us_000562870,0.052620, 0.621915
us_000578137,0.052620, 0.627469
us_000571096,0.052620, 0.627469
us_000477655,0.052620, 0.627469
us_000571117,0.052620, 0.627469
us_000570979,0.052620, 0.627469
us_000541705,0.052620, 0.639220
us_000564099,0.052620, 0.651212
us_000498545,0.052620, 0.662673
us_000498851,0.052620, 0.662673
us_000474140,0.052620, 0.662673
us_000509908,0.052620, 0.662673
us_000497548,0.052620, 0.662673
us_000509906,0.052620, 0.662673
us_000475899,0.052620, 0.686987
us_000475102,0.052620, 0.700148
us_000530960,0.052620, 0.842362
us_000542498,0.052620, 0.873093
us_000571023,0.052620, 0.891440
us_000571483,0.052620, 0.892825
us_000570551,0.052620, 0.893512
us_000571086,0.052620, 0.893512
us_000570535,0.052620, 0.893512
us_000287880,0.052620, 0.901644
us_000605729,0.052620, 0.902659
us_000345677,0.052620, 0.904286
us_000509124,0.052620, 0.908348
us_000508559,0.052620, 0.908348
us_000578389,0.052620, 0.911907
us_000570363,0.052620, 0.913012
us_000577427,0.052620, 0.914120
us_000578273,0.052620, 0.915232
us_000578245,0.052620, 0.915232
us_000571085,0.052620, 0.915232
us_000571485,0.052620, 0.915232
us_000571130,0.052620, 0.915232
us_000570644,0.052620, 0.915232
us_000571089,0.052620, 0.915232
us_000578272,0.052620, 0.915232
us_000571087,0.052620, 0.915232
us_000578270,0.052620, 0.915232
us_000571088,0.052620, 0.915232
us_000578268,0.052620, 0.915232
us_000571091,0.052620, 0.915232
us_000571133,0.052620, 0.915232
us_000572768,0.052620, 0.924154
us_000498999,0.052620, 0.936221
us_000498838,0.052620, 0.939490
us_000540694,0.052620, 0.939490
pr_001650429,0.030242, 0.000000
pr_001635091,0.030242, 0.000000
us_000542008,0.030242, 0.000000
us_000497951,0.030242, 0.000000
us_000057102,0.030242, 0.000003
us_000471665,0.030242, 0.000005
pr_000765142,0.030242, 0.000033
us_000466893,0.030242, 0.000042
us_000467053,0.030242, 0.000042
us_000495773,0.030242, 0.000042
us_000467642,0.030242, 0.000042
us_000472928,0.030242, 0.000042
us_000500031,0.030242, 0.000114
us_000469547,0.030242, 0.000114
us_000464069,0.030242, 0.000114
us_000487877,0.030242, 0.000114
us_000473074,0.030242, 0.000114
us_000183779,0.030242, 0.000947
us_000556330,0.030242, 0.002962
us_000490528,0.030242, 0.004836
us_000485738,0.030242, 0.690530
us_000527078,0.030242, 0.791994
us_000035558,0.030242, 0.798156
us_000478349,0.030242, 0.814554
us_000442934,0.030242, 0.866276
us_000485809,0.030242, 0.905572
us_000264687,0.030242, 0.977146
us_000477737,0.030242, 1.066559
us_000551251,0.030242, 1.654284
pr_001092849,0.021785, 0.000000
pr_001658907,0.021785, 0.000000
us_000495998,0.021785, 0.000000
pr_000736744,0.021785, 0.000001
us_000604512,0.021785, 0.000001
us_000588714,0.021785, 0.000001
pr_001685121,0.021785, 0.000009
pr_001007686,0.021785, 0.000009
pr_000916209,0.021785, 0.000009
pr_001634397,0.021785, 0.000009
us_000611973,0.021785, 0.000010
pr_001017581,0.021785, 0.000020
pr_001695370,0.021785, 0.000021
pr_001089209,0.021785, 0.000023
pr_001627159,0.021785, 0.000025
pr_001766956,0.021785, 0.000026
pr_001013179,0.021785, 0.000026
pr_001680195,0.021785, 0.000032
pr_001686659,0.021785, 0.000034
pr_000889099,0.021785, 0.000034
pr_001689621,0.021785, 0.000034
pr_000954001,0.021785, 0.000037
pr_000880189,0.021785, 0.000037
pr_001819207,0.021785, 0.000037
pr_001001107,0.021785, 0.000037
pr_001023045,0.021785, 0.000053
pr_000909204,0.021785, 0.000055
pr_001412642,0.021785, 0.000080
pr_001688926,0.021785, 0.000080
pr_001654907,0.021785, 0.000096
pr_000898963,0.021785, 0.000108
pr_001626795,0.021785, 0.000119
pr_000973990,0.021785, 0.000120
pr_001014364,0.021785, 0.000120
pr_001024939,0.021785, 0.000120
pr_001023264,0.021785, 0.000120
pr_000941061,0.021785, 0.000139
pr_001694087,0.021785, 0.000169
pr_000347362,0.021785, 0.000209
pr_001680351,0.021785, 0.000215
pr_001409430,0.021785, 0.000226
pr_000582979,0.021785, 0.000231
pr_000217881,0.021785, 0.000234
pr_001120242,0.021785, 0.000251
pr_000346396,0.021785, 0.000275
pr_000646798,0.021785, 0.000275
pr_000343851,0.021785, 0.000281
pr_001642690,0.021785, 0.000359
pr_000938885,0.021785, 0.000380
pr_000798397,0.021785, 0.000677
us_000592168,0.021785, 0.001554
us_000551414,0.021785, 0.001586
us_000391815,0.021785, 0.007065
us_000477762,0.021785, 1.981374
